Unnamed: 0,sid,DOI,published,projectname,sampleid,samplename,composition,comments,sampleinfo,Temperature,Seebeck coefficient,figureid,Thermal conductivity,Electrical resistivity,Carrier mobility,ZT,Electrical conductivity,Power factor,Hall mobility,Figure of merit Z,Hall movility,Lattice thermal conductivity,thermopower,phonon thermal conductance,Carrier thermal conductivity,phonon contribution,Electronic thermal conductivity,Electronic contribution,hall density,Carrier concentration,Hall coefficient,Calculated Electrical Conductivity,Calculated PF,Figure of merit,Calculated Electrical Conductivity/ Relaxation time,Calculated Seebeck coefficient,Calculated Thermal Conductivity/ Relaxation time,Thermal diffusivity,total thermal conductivity,Lattice contribution,latice contribution,electron thermal conductivity,Figure of merit Zt,Electro Motive Force,Mobility,Nernst coefficient,Electrical conductivity0,Thermopower,Thermoelectric voltage,Thermo gravimetry,Thermal conductance,conductance,TEP,T^(-1),S,Seebeck  coefficient ,Voltage,Max Efficiency,Normalised PL Integrated Intensity,Linewidth,Phonon transmission function,ρ,Lorenz values,magnetoresistance,Resistance,Conductivity,Luminescence lifetime,magnetization_Bohr,inverse susceptibility,Elastic modulus,Coercivity Field,magnetization_per_weight,Resistivity,Remanent Magnetization_Absolute,absolute_magnetization,Open circuit voltage ,Hall concentration,Contact resistivity,Magnetic field strength (H),Magnetization,a.u. Magnetic Moment,conductivity,zero-B thermopower,minority carrier concentration,majority carrier concentration,magnetic susceptibility,Magnetic susceptibility_per_weight,Specific heat,Magnetic susceptibility_volume,inverse magnetic susceptibility_mol,Cp,dc magnetization(mass),Calculated Electrical resistivity,Electrical thermal conductivity,Specific heat capacity,Magnetic susceptibility_per mol,Magnetic susceptibility,Specific heat capacity_per g,Seebeck  coefficient,Mass susceptibility,Inverse magnetic susceptibility,Liquid state thermal conductivity,Lattice+bipolar thermal conductivity,Logρ,ln σ,logσ,Lnρ
103411,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12379,x=0.08,Fe2V0.92W0.08Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",450,-9.45831989044056e-05,10253,7.173192198385848,4.876391231564599e-06,,0.1200843670675793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103412,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12379,x=0.08,Fe2V0.92W0.08Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",500,-8.562205319809007e-05,10253,7.636023949275113,4.686647649589504e-06,,0.1008174397776633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103413,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12379,x=0.08,Fe2V0.92W0.08Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",550,-7.40827795772574e-05,10250,,4.49474949294907e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103414,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12379,x=0.08,Fe2V0.92W0.08Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",600,-6.241918473071963e-05,10250,,4.287413216762857e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103415,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12379,x=0.08,Fe2V0.92W0.08Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",650,-5.310617433778101e-05,10250,,4.058761744395002e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103416,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12379,x=0.08,Fe2V0.92W0.08Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",700,-4.6181740490102135e-05,10250,,3.824120425573642e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103418,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12380,x=0.10,Fe2V0.90W0.10Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",400,-0.0001108266738034,10253,5.580134788211808,4.495484593279616e-06,,0.193664708332939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103419,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12380,x=0.10,Fe2V0.90W0.10Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",450,-0.0001030740042372,10253,6.337653486180216,4.457254532801206e-06,,0.1731033754192239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103420,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12380,x=0.10,Fe2V0.90W0.10Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",500,-9.068471004742749e-05,10253,6.640147720969139,4.3649119331442e-06,,0.1399599122644499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103421,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12380,x=0.10,Fe2V0.90W0.10Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",550,-7.768039562983326e-05,10250,,4.2404256391826114e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103422,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12380,x=0.10,Fe2V0.90W0.10Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",600,-6.619771402814915e-05,10250,,4.1081895239539955e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103423,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12380,x=0.10,Fe2V0.90W0.10Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",650,-5.680596142677765e-05,10250,,3.986505669542067e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103424,2056,10.1063/1.4710990,2012-5,['ThermoelectricMaterials'],12380,x=0.10,Fe2V0.90W0.10Al,,"{'Form': {'category': 'Bulk', 'comment': '2x2x9 mm3 for measurement of resistivity and Seebeck coefficient'}, 'FabricationProcess': {'category': 'Sintering', 'comment': 'Appropriate amounts powders were mixed and milled and mechanical alloying was performed at 280rpm for 5h. The powder was put and sintered at 1323K under a pressure of 50MPa.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': {'category': '100nm', 'comment': 'sub micron size grain'}, 'ThermalMeasurement': '', 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': ''}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'SinglePhase', 'comment': 'Heusler type L21 structure and no trace of an impurity phase or secondary phase'}}",700,-4.882467164364938e-05,10250,,3.879067547959211e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125402,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",350,2.1969067801311863e-05,12808,,5.94766680365612e-06,,0.0021589983041467,,8.99217332166041e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125403,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",400,1.8122992640603937e-05,12808,,5.250466788730943e-06,,0.001873659987402,,6.714883522003875e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125404,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",450,1.4630186814732548e-05,12808,,4.650711341706781e-06,,0.0014593159643959,,4.680010742387188e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125405,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",500,1.133494535616436e-05,12808,,4.165729774493967e-06,,0.0010218850278909,,3.0785224672949865e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125406,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",550,8.227737767526664e-06,12808,,3.7931239103776944e-06,,0.0006314425961287,,1.9408142213954752e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125407,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",600,5.385747178321117e-06,12808,,3.5169865754828575e-06,,0.0003281797775454,,1.1960029076358008e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125408,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",650,2.9134095016382507e-06,12808,,3.3141200902387184e-06,,0.0001283624354877,,7.312201453365207e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125409,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",700,8.829525908709125e-07,12808,,3.160254760843723e-06,,3.0290252928402706e-05,,4.5090560828524805e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125410,1779,10.1016/j.jallcom.2014.05.137,2014-10,['ThermoelectricMaterials'],15102,Fe2VAl,Fe2.06V1.01Al0.93,,"{'Form': {'category': 'Bulk', 'comment': ''}, 'FabricationProcess': {'category': 'Other', 'comment': 'Fe, V2O5 and Al powder were mixed together and electrically flashed at room temperature for 10s. The STCS synthesized products were homogenized at 1273K for 172.8ks in an Ar atmosphere.'}, 'DataType': {'category': 'Experiment', 'comment': ''}, 'RelativeDensity': '', 'GrainSize': '', 'ThermalMeasurement': {'category': 'LaserFlash', 'comment': 'TC-7000, ULVAC-RIKO from RT to 873K in vacuum.'}, 'ElectricalMeasurement': {'category': 'SteadyState+4P', 'comment': 'ZEM-3 ULVAC-RIKO from RT to 873K in a He atmosphere.'}, 'MaterialFamily': {'category': 'Heusler', 'comment': ''}, 'Purity': {'category': 'MainPhase', 'comment': 'With some AlN or AL2O3 particle'}}",750,-7.25064603571276e-07,12808,,3.036267370730166e-06,,2.0255797181702867e-05,,3.36100362832622e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
