Composition,Temperature,Seebeck Coefficient,Electrical Resistivity
Co2TiAl0.25Si0.75,300.0,-27.310179177847022,2.704603949651588e-06
Co2TiAl0.25Si0.75,350.0,-32.334430385458376,2.9275576309976485e-06
Co2TiAl0.25Si0.75,400.0,-35.961213758506084,3.0888063784600948e-06
Co2TiAl0.25Si0.75,450.0,-38.214475885933226,3.1900762144827542e-06
Co2TiAl0.25Si0.75,500.0,-39.30083859918115,3.239999298084577e-06
Co2TiAl0.25Si0.75,550.0,-39.54635538407303,3.2519449599720375e-06
Co2TiAl0.25Si0.75,600.0,-39.33326779269862,3.2418507376515375e-06
Co2TiAl0.25Si0.75,650.0,-39.03676185529823,3.226053410541791e-06
Co2TiAl0.25Si0.75,700.0,-38.961724492146224,3.219120035086235e-06
Co2TiAl0.25Si0.75,750.0,-39.27949992543591,3.231678979865429e-06
Co2TiAl0.25Si0.75,800.0,-39.96464609116319,3.2682509607094546e-06
Co2TiAl0.25Si0.75,850.0,-40.731691051010976,3.325080075810297e-06
Co2TiAl0.5Si0.5,50.0,-4.616059702465129,6.883435291165553e-07
Co2TiAl0.5Si0.5,100.0,-5.943302325578496,8.759385743832472e-07
Co2TiAl0.5Si0.5,150.0,-10.406831164376156,1.1146417871726166e-06
Co2TiAl0.5Si0.5,200.0,-16.20332006317774,1.3669672144569498e-06
Co2TiAl0.5Si0.5,250.0,-22.05945180380728,1.6062128935747303e-06
Co2TiAl0.5Si0.5,300.0,-27.158797094754892,1.815098925587265e-06
Co2TiAl0.5Si0.5,350.0,-31.068693560338517,1.9844055486353084e-06
Co2TiAl0.5Si0.5,400.0,-33.66712472986557,2.1116112112956902e-06
Co2TiAl0.5Si0.5,450.0,-35.06959902679482,2.199530645937942e-06
Co2TiAl0.5Si0.5,500.0,-35.556028757897856,2.2549529420809194e-06
Co2TiAl0.5Si0.5,550.0,-35.49760910242098,2.2872796197494297e-06
Co2TiAl0.5Si0.5,600.0,-35.28369710124685,2.3071627028308573e-06
Co2TiAl0.5Si0.5,650.0,-35.24869064605619,2.3251427924317896e-06
Co2TiAl0.5Si0.5,700.0,-35.598907468489465,2.3502871402346465e-06
Co2TiAl0.5Si0.5,750.0,-36.33946412930871,2.3888277218543026e-06
Co2TiAl0.5Si0.5,800.0,-37.201155007559144,2.4427993101947057e-06
Co2TiAl0.5Si0.5,850.0,-37.567331289730724,2.5086775488055102e-06
Co2TiAl0.75Si0.25,50.0,-4.483343590160017,9.335967993780892e-07
Co2TiAl0.75Si0.25,100.0,-12.206539994013587,1.2981812159197345e-06
Co2TiAl0.75Si0.25,150.0,-22.33054492814688,1.7292571706942756e-06
Co2TiAl0.75Si0.25,200.0,-32.776793596961724,2.1649628359955737e-06
Co2TiAl0.75Si0.25,250.0,-42.16503323223351,2.5624411866989325e-06
Co2TiAl0.75Si0.25,300.0,-49.70822672097038,2.8953402067012145e-06
Co2TiAl0.75Si0.25,350.0,-55.107456233272366,3.151313095360957e-06
Co2TiAl0.75Si0.25,400.0,-58.4468268501906,3.329518473938484e-06
Co2TiAl0.75Si0.25,450.0,-60.08837019158634,3.438120592036026e-06
Co2TiAl0.75Si0.25,500.0,-60.56694804399059,3.49178953403783e-06
Co2TiAl0.75Si0.25,550.0,-60.48515598846249,3.5092014255502853e-06
Co2TiAl0.75Si0.25,600.0,-60.40822702844932,3.5105386398420234e-06
Co2TiAl0.75Si0.25,650.0,-60.75893521764502,3.5149900042840474e-06
Co2TiAl0.75Si0.25,700.0,-61.71249928784972,3.5382510067898337e-06
Co2TiAl0.75Si0.25,750.0,-63.091486276828626,3.5900240022554634e-06
Co2TiAl0.75Si0.25,800.0,-64.26071515617187,3.671518418999724e-06
Co2TiAl0.75Si0.25,850.0,-64.02216045915297,3.772950965204221e-06
Co2Dy0.5Mn0.5Sn,50.0,-3.701919187402877,2.359915079554443e-06
Co2Dy0.5Mn0.5Sn,100.0,-5.048026987414541,2.38191495726616e-06
Co2Dy0.5Mn0.5Sn,150.0,-6.316319778890984,2.4450358344977852e-06
Co2Dy0.5Mn0.5Sn,200.0,-8.115395613982859,2.534547954414254e-06
Co2Dy0.5Mn0.5Sn,250.0,-10.18656618285357,2.6114598149749324e-06
Co2Dy0.5Mn0.5Sn,300.0,-12.086780650617959,2.6696818742274395e-06
Co2Dy0.5Mn0.5Sn,350.0,-13.871549494281215,2.7931902556014685e-06
Co2MnSn,50.0,-3.568239375682463,8.455474816092231e-07
Co2MnSn,100.0,-4.630561236603718,9.136583402675788e-07
Co2MnSn,150.0,-5.299664501143917,9.981828184026968e-07
Co2MnSn,200.0,-7.065427638138443,1.0853001200003289e-06
Co2MnSn,250.0,-10.502371553742934,1.1660305639757103e-06
Co2MnSn,300.0,-15.955636615024522,1.247090023755894e-06
Co2MnSn,350.0,-24.226959673553054,1.3617443668620765e-06
DyPd2Bi,50.0,10.571676398244232,2.4357014784879396e-06
DyPd2Bi,100.0,10.424939253968056,2.0918705525137595e-06
DyPd2Bi,150.0,5.623813856977568,1.4921017770030585e-06
DyPd2Bi,200.0,2.512287038791579,1.0762832622411626e-06
DyPd2Bi,250.0,3.028137204374178,1.0786658571455167e-06
Fe2VAl0.9Si0.1,350.0,-142.7146128824,4.70455916406954e-06
Fe2VAl0.9Si0.1,400.0,-130.44454112030002,4.6724201769970085e-06
Fe2VAl0.9Si0.1,450.0,-107.3944992234,4.531311130140194e-06
Fe2VAl0.9Si0.1,500.0,-84.41591954405897,4.380282980498784e-06
Fe2VAl0.9Si0.1,550.0,-66.03604371041875,4.204445614208147e-06
Fe2VAl0.9Si0.1,600.0,-52.631841099101855,3.951863478641307e-06
Fe2VAl0.9Si0.1,650.0,-42.60392730784075,3.610451214511163e-06
Fe2VAl0.9Si0.1,700.0,-34.55048262810366,3.284869287971688e-06
Fe2VAl0.9Si0.1,350.0,-125.96672189969999,5.426226259994334e-06
Fe2VAl0.9Si0.1,400.0,-112.9019203273,5.485852029553084e-06
Fe2VAl0.9Si0.1,450.0,-93.65270835583932,5.418253359390394e-06
Fe2VAl0.9Si0.1,500.0,-75.41202283839823,5.19925384217617e-06
Fe2VAl0.9Si0.1,550.0,-60.70071032684196,4.886077414682785e-06
Fe2VAl0.9Si0.1,600.0,-49.25826642781985,4.570487172071854e-06
Fe2VAl0.9Si0.1,650.0,-39.93357515867397,4.331924182180426e-06
Fe2VAl0.9Si0.1,700.0,-32.575648303372326,4.1906462998079005e-06
Fe2VAl0.9Si0.1,350.0,-125.10785547969999,1.088787855649026e-05
Fe2VAl0.9Si0.1,400.0,-113.5383846787,1.1075406948954987e-05
Fe2VAl0.9Si0.1,450.0,-99.98892423087214,1.0703223450146308e-05
Fe2VAl0.9Si0.1,500.0,-84.51654771504408,1.021272263476594e-05
Fe2VAl0.9Si0.1,550.0,-68.76309670843706,9.77335447360298e-06
Fe2VAl0.9Si0.1,600.0,-54.87039142863586,9.3868555992196e-06
Fe2VAl0.9Si0.1,650.0,-44.3954413755479,8.991480571633184e-06
Fe2VAl0.9Si0.1,700.0,-37.22565597335387,8.566233144002042e-06
Fe2VAl0.9Si0.1,400.0,-114.3010937918,3.4545842748535876e-06
Fe2VAl0.9Si0.1,450.0,-103.2638004847,3.713857342015784e-06
Fe2VAl0.9Si0.1,500.0,-88.11727298472074,3.846109899109537e-06
Fe2VAl0.9Si0.1,550.0,-72.61421145349851,3.871734925250164e-06
Fe2VAl0.9Si0.1,600.0,-59.05066988810891,3.844908770744826e-06
Fe2VAl0.9Si0.1,650.0,-48.43990388670675,3.815457335195637e-06
Fe2VAl0.9Si0.1,700.0,-40.68621841444588,3.79072224560334e-06
Fe2VAl0.9Si0.1,750.0,-34.75881556934336,3.69742703447026e-06
Fe2V0.9Ti0.1Al,400.0,90.07771525855496,5.021952926805906e-06
Fe2V0.9Ti0.1Al,450.0,80.94595546974816,4.824265636522554e-06
Fe2V0.9Ti0.1Al,500.0,67.44781192519197,4.598492824641936e-06
Fe2V0.9Ti0.1Al,550.0,52.42315844373121,4.353017268086829e-06
Fe2V0.9Ti0.1Al,600.0,38.512046536592976,4.1054890248245145e-06
Fe2V0.9Ti0.1Al,650.0,27.407496303967665,3.875222639467159e-06
Fe2V0.9Ti0.1Al,700.0,19.108287331592596,3.675594348872184e-06
Fe2VAl,100.0,18.0265462681098,1.8989592276998104e-05
Fe2VAl,150.0,22.672024798983088,1.56416931222636e-05
Fe2VAl,200.0,25.32225453909961,1.2557123327816331e-05
Fe2VAl,250.0,26.83481353464996,9.870156027409024e-06
Fe2VAl,300.0,27.40377434803691,7.654346986288784e-06
Fe2VAl,350.0,27.09140784629185,5.931981732245124e-06
Fe2V(Al0.97Si0.03),100.0,-59.83533576599983,7.035838617421928e-06
Fe2V(Al0.97Si0.03),150.0,-85.88376938225157,7.2940263049316385e-06
Fe2V(Al0.97Si0.03),200.0,-105.9345663971,7.304044455204008e-06
Fe2V(Al0.97Si0.03),250.0,-106.5219145172,7.057264637329503e-06
Fe2V(Al0.97Si0.03),300.0,-87.92199401650228,6.583665684157165e-06
Fe2V(Al0.97Si0.03),350.0,-59.676999188725844,5.941646257467082e-06
Fe2V(Al0.9Si0.1),100.0,-60.77866281285639,7.52244724363097e-07
Fe2V(Al0.9Si0.1),150.0,-77.54559321631983,1.1395821380250553e-06
Fe2V(Al0.9Si0.1),200.0,-93.58067440374913,1.6282254350423643e-06
Fe2V(Al0.9Si0.1),250.0,-107.7816256041,2.1299207667627564e-06
Fe2V(Al0.9Si0.1),300.0,-119.61345821020001,2.5834732105484864e-06
Fe2V(Al0.9Si0.1),350.0,-127.3465066572,2.9510970597550914e-06
Fe2V(Al0.8Si0.2),100.0,-42.28941581203449,4.677493042237305e-07
Fe2V(Al0.8Si0.2),150.0,-54.7590052288903,6.889827581447221e-07
Fe2V(Al0.8Si0.2),200.0,-66.44869645026297,9.648978279068376e-07
Fe2V(Al0.8Si0.2),250.0,-76.76129411301743,1.2779487471089248e-06
Fe2V(Al0.8Si0.2),300.0,-85.92692991082141,1.6099217462403845e-06
Fe2V(Al0.8Si0.2),350.0,-94.20740659141832,1.942712688296571e-06
Fe2V(Al0.95Si0.05),100.0,-69.70051438858668,2.179793568574611e-06
Fe2V(Al0.95Si0.05),150.0,-89.54968436361077,2.7550324920904644e-06
Fe2V(Al0.95Si0.05),200.0,-110.026945466,3.344723555268222e-06
Fe2V(Al0.95Si0.05),250.0,-126.5086509404,3.834193481439818e-06
Fe2V(Al0.95Si0.05),300.0,-132.4349883923,4.160136050266706e-06
Fe2V(Al0.95Si0.05),350.0,-124.33131604389999,4.301544157848525e-06
Fe2V0.9Ti0.1Al,400.0,90.07608068572908,5.047630276080775e-06
Fe2V0.9Ti0.1Al,450.0,81.11344790558307,4.860472042311954e-06
Fe2V0.9Ti0.1Al,500.0,67.91701498982746,4.64345173435777e-06
Fe2V0.9Ti0.1Al,550.0,53.0982487146762,4.400016350842508e-06
Fe2V0.9Ti0.1Al,600.0,39.208112846298356,4.147718675560907e-06
Fe2V0.9Ti0.1Al,650.0,27.98059029360673,3.910038475801194e-06
Fe2V0.9Ti0.1Al,700.0,19.576205261052124,3.70820370066812e-06
Fe2V0.9Ti0.1Al,750.0,11.82554540140105,3.5530116794061873e-06
Fe2VAl,100.0,58.37039900502973,5.2008570636624215e-06
Fe2VAl,150.0,70.65606587799579,5.102793624732541e-06
Fe2VAl,200.0,78.07090637579914,5.014267276614563e-06
Fe2VAl,250.0,83.09501351760302,4.941650553293432e-06
Fe2VAl,300.0,86.7772782540565,4.897031884126967e-06
Fe2VAl0.94Si0.06,100.0,-106.1441832437,7.367279932630318e-06
Fe2VAl0.94Si0.06,150.0,-134.32757185390003,7.2503119579987695e-06
Fe2VAl0.94Si0.06,200.0,-150.9455362449,7.615577975532625e-06
Fe2VAl0.94Si0.06,250.0,-149.9428419406,7.821396520919943e-06
Fe2VAl0.9Si0.1,100.0,-67.63805365859677,1.5345403495046445e-06
Fe2VAl0.9Si0.1,150.0,-86.53533187513091,1.7924625566113218e-06
Fe2VAl0.9Si0.1,200.0,-104.0528995361,2.180146905063019e-06
Fe2VAl0.9Si0.1,250.0,-117.4411121754,2.823897905625829e-06
Fe2VAl0.95Sn0.05,100.0,-98.02874814918964,8.759012182775859e-06
Fe2VAl0.95Sn0.05,150.0,-126.32411025609998,9.205063340458003e-06
Fe2VAl0.95Sn0.05,200.0,-139.98027085310002,9.430322456586278e-06
Fe2VAl0.95Sn0.05,250.0,-136.19390958809998,9.200433708955136e-06
Fe2VAl0.9Si0.1,400.0,-124.52269668470001,4.091959018287953e-06
Fe2VAl0.9Si0.1,450.0,-116.6277774165,4.205740085771191e-06
Fe2VAl0.9Si0.1,500.0,-104.19872726400001,4.247470185760539e-06
Fe2VAl0.9Si0.1,550.0,-89.60117916061944,4.21120644641055e-06
Fe2VAl0.9Si0.1,600.0,-75.14288148944219,4.103668813773297e-06
Fe2VAl0.9Si0.1,650.0,-62.598295165214616,3.945526915091652e-06
Fe2VAl0.9Si0.1,700.0,-52.73319071587339,3.77268692209255e-06
Fe2VAl0.9Si0.1,400.0,-54.83829291448823,4.636304213800039e-06
Fe2VAl0.9Si0.1,450.0,-52.675500454486915,4.455212531841175e-06
Fe2VAl0.9Si0.1,500.0,-48.62603489368376,4.265492785044239e-06
Fe2VAl0.9Si0.1,550.0,-43.5168540270336,4.08056967002342e-06
Fe2VAl0.9Si0.1,600.0,-38.11903047269662,3.909907180812016e-06
Fe2VAl0.9Si0.1,650.0,-33.1084017427251,3.757847998361607e-06
Fe2VAl0.9Si0.1,700.0,-29.026220313750848,3.622452880041201e-06
Fe2VAl0.9Si0.1,350.0,-116.4295798444,3.936616225894118e-06
Fe2VAl0.9Si0.1,400.0,-116.7629482685,4.0323368951812295e-06
Fe2VAl0.9Si0.1,450.0,-109.2920086354,4.105758432832915e-06
Fe2VAl0.9Si0.1,500.0,-97.4138972576573,4.122820306214903e-06
Fe2VAl0.9Si0.1,550.0,-84.00522478758113,4.064864368017799e-06
Fe2VAl0.9Si0.1,600.0,-71.17738588471764,3.932922990682431e-06
Fe2VAl0.9Si0.1,650.0,-60.031868882182614,3.7520072008252376e-06
Fe2VAl0.9Si0.1,700.0,-50.41556545347668,3.5753948136636023e-06
Fe2VAl0.9Si0.1,400.0,-112.0349041019,3.988235666037154e-06
Fe2VAl0.9Si0.1,450.0,-107.2187642679,4.03817903878753e-06
Fe2VAl0.9Si0.1,500.0,-96.86077298884605,4.004437512303136e-06
Fe2VAl0.9Si0.1,550.0,-84.4770465696957,3.9210216067171464e-06
Fe2VAl0.9Si0.1,600.0,-72.62638551756385,3.814449642559235e-06
Fe2VAl0.9Si0.1,650.0,-62.60612072498761,3.7010696784811066e-06
Fe2VAl0.9Si0.1,700.0,-54.147959653613135,3.584381448982031e-06
Fe2V0.9Ti0.1Al ,350.0,97.42610960036764,4.738406662578104e-06
Fe2V0.9Ti0.1Al ,400.0,97.78003603454077,4.7502666229724865e-06
Fe2V0.9Ti0.1Al ,450.0,89.81266730570205,4.60463956682778e-06
Fe2V0.9Ti0.1Al ,500.0,76.83134682670588,4.4208629141516005e-06
Fe2V0.9Ti0.1Al ,550.0,61.89750351380096,4.240962046632374e-06
Fe2V0.9Ti0.1Al ,600.0,47.50488695817246,4.063349818355379e-06
Fe2V0.9Ti0.1Al ,650.0,35.25780259748578,3.876526066518955e-06
Fe2V0.9Ti0.1Al ,700.0,25.549346887427728,3.6927771221502046e-06
Fe2V0.9Ti0.1Al,350.0,82.04044244643596,4.255924909405865e-06
Fe2V0.9Ti0.1Al,400.0,81.97587770914645,4.155640624772248e-06
Fe2V0.9Ti0.1Al,450.0,75.86708006502728,4.143972368750726e-06
Fe2V0.9Ti0.1Al,500.0,66.01366661932785,4.124753756110367e-06
Fe2V0.9Ti0.1Al,550.0,54.473191260510774,4.034781962426547e-06
Fe2V0.9Ti0.1Al,600.0,42.91610836896186,3.854175544529802e-06
Fe2V0.9Ti0.1Al,650.0,32.48073652569876,3.6167322609545775e-06
Fe2V0.9Ti0.1Al,700.0,23.628222221079195,3.4202868923880787e-06
Fe2V0.9Ti0.1Al,400.0,83.57405900182333,5.024659639824017e-06
Fe2V0.9Ti0.1Al,450.0,74.1258619312001,4.82530914560058e-06
Fe2V0.9Ti0.1Al,500.0,61.7374746347824,4.655899833264082e-06
Fe2V0.9Ti0.1Al,550.0,48.84798700364925,4.447486915395438e-06
Fe2V0.9Ti0.1Al,600.0,37.18885328161562,4.176282168954376e-06
Fe2V0.9Ti0.1Al,650.0,27.567113823065167,3.874679257216775e-06
Fe2V0.9Ti0.1Al,700.0,19.648616850782734,3.6422790517121135e-06
Fe2V0.9Ti0.1Al,400.0,41.31086189854646,7.1298034687942715e-06
Fe2V0.9Ti0.1Al,450.0,32.5590889246393,6.209540885316236e-06
Fe2V0.9Ti0.1Al,500.0,24.207597323550015,5.446419854161673e-06
Fe2V0.9Ti0.1Al,550.0,16.631746700821168,4.838838144878014e-06
Fe2V0.9Ti0.1Al,600.0,10.265072784056068,4.377303085599611e-06
Ti50Ni25Cu25,50.0,1.7450249451102422,5.775924174592456e-07
Ti50Ni25Cu25,100.0,1.7408492836810565,6.227877044733217e-07
Ti50Ni25Cu25,150.0,1.5622570934628215,6.71676159869574e-07
Ti50Ni25Cu25,200.0,1.7459620920519663,7.202552170374873e-07
Ti50Ni25Cu25,250.0,1.8972009946981063,7.684231193221322e-07
Ti50Ni25Cu25,300.0,2.336709774608512,8.089506721398566e-07
Ti50Ni25Cu25,350.0,5.747699923252452,8.164529950939753e-07
Ti50Ni25Cu25,350.0,6.658716697693912,8.146600529137447e-07
Fe2.04V0.96Al,100.0,37.84765463073377,1.5691827623054642e-05
Fe2.04V0.96Al,150.0,47.64067908846527,1.286363893461642e-05
Fe2.04V0.96Al,200.0,56.4203186798241,1.0593978216247808e-05
Fe2.04V0.96Al,250.0,57.748271470445275,8.794122902577285e-06
Fe2.04V0.96Al,300.0,53.85663788248404,7.3846611246083795e-06
Fe2.04V0.96Al,350.0,48.25063606000578,6.295085980337277e-06
Fe2.04(V0.95Ti0.01)Al,100.0,52.57351728329277,1.0137005519093511e-05
Fe2.04(V0.95Ti0.01)Al,150.0,66.37731013775434,8.613535926908985e-06
Fe2.04(V0.95Ti0.01)Al,200.0,75.36140883237141,7.419453696941996e-06
Fe2.04(V0.95Ti0.01)Al,250.0,78.42757113558508,6.484072610056364e-06
Fe2.04(V0.95Ti0.01)Al,300.0,74.941185616128,5.749458318657042e-06
Fe2.04(V0.95Ti0.01)Al,350.0,66.52350127229454,5.1690706394322436e-06
Fe2.04(V0.93Ti0.03)Al,150.0,77.34475978022019,4.818248491087604e-06
Fe2.04(V0.93Ti0.03)Al,200.0,92.508785738526,4.523075578487338e-06
Fe2.04(V0.93Ti0.03)Al,250.0,104.4530313952,4.275325198007007e-06
Fe2.04(V0.93Ti0.03)Al,300.0,110.2179653092,4.071245530958274e-06
Fe2.04(V0.93Ti0.03)Al,350.0,107.37572579590001,3.905685643298931e-06
Fe2.04(V0.91Ti0.05)Al,100.0,43.382621549224496,3.7389281059348e-06
Fe2.04(V0.91Ti0.05)Al,150.0,60.97016278877142,3.6191706024893113e-06
Fe2.04(V0.91Ti0.05)Al,200.0,76.19212864412971,3.5508002571544128e-06
Fe2.04(V0.91Ti0.05)Al,250.0,90.2356462262888,3.5196736977813364e-06
Fe2.04(V0.91Ti0.05)Al,300.0,99.63590753922756,3.5128983420733827e-06
Fe2.04(V0.91Ti0.05)Al,350.0,101.66705821410001,3.518962620246109e-06
Fe2.04(V0.86Ti0.10)Al,100.0,38.97526493576317,1.2765769569975738e-06
Fe2.04(V0.86Ti0.10)Al,150.0,48.954030413237724,1.3591649668278265e-06
Fe2.04(V0.86Ti0.10)Al,200.0,60.43545687533986,1.4959769714034034e-06
Fe2.04(V0.86Ti0.10)Al,250.0,72.82022529342527,1.676641725431806e-06
Fe2.04(V0.86Ti0.10)Al,300.0,83.34936864746004,1.8888567013290824e-06
Fe2.04(V0.86Ti0.10)Al,350.0,89.92523283142594,2.119108671581581e-06
Fe2.04(V0.86Ti0.10)Al,400.0,93.9324375587255,2.353394291107701e-06
TiNi2Sn,350.0,-8.780867298184125,1.0041072888086756e-07
TiNi2Sn,400.0,-7.082397522063279,2.908404134832838e-07
TiNi2Sn,450.0,-5.85320084204948,6.553368915421286e-07
TiNi2Sn,500.0,-6.594312263229771,4.154791044101453e-07
TiNi2Sn,550.0,-8.849903061349018,-1.935482399548477e-07
TiNi2Sn,600.0,-11.276431188006692,-5.379962008105355e-07
TiNi2Sn,650.0,-12.711791675855185,-2.0059313843203818e-07
TiNi2Sn,700.0,-13.24446704378487,4.044137520654509e-07
 TiNiCo0.75Sn,350.0,-71.89981340282941,0.0001371253617038
 TiNiCo0.75Sn,400.0,-79.32066473791166,0.000139074502286
 TiNiCo0.75Sn,450.0,-86.55621844202565,0.0001396756625796
 TiNiCo0.75Sn,500.0,-93.87529857635624,0.0001376569562299
 TiNiCo0.75Sn,550.0,-100.7936867728,0.0001267246806103
 TiNiCo0.75Sn,600.0,-106.6962529305,0.0001024456055936
 TiNiCo0.75Sn,650.0,-111.45908591150001,6.912926232355461e-05
 TiNiCo0.75Sn,700.0,-116.0716242376,4.6710231985642656e-05
Ru2VGa,50.0,2.573320207783226,2.4669557338205484e-06
Ru2VGa,100.0,3.497356446312627,2.5571418431738936e-06
Ru2VGa,150.0,4.318921375661137,2.621180190365445e-06
Ru2VGa,200.0,5.673142497597484,2.672969252920712e-06
Ru2VGa,250.0,7.098740151279913,2.710722420500615e-06
Fe2V0.9Ti0.1Al,350.0,-0.8819926623077068,6.085024931352827e-06
Fe2V0.9Ti0.1Al,400.0,-7.028504563875992,5.882892205732643e-06
Fe2V0.9Ti0.1Al,450.0,1.5547103030602585,5.692300913719011e-06
Fe2V0.9Ti0.1Al,500.0,-0.7878922387780096,5.557230924300435e-06
Fe2V0.9Ti0.1Al,350.0,-0.9728101141429947,5.558483063312985e-06
Fe2V0.9Ti0.1Al,400.0,-1.375245528489541,5.344272289999642e-06
Fe2V0.9Ti0.1Al,450.0,-2.6939226428716183,5.1203506211020205e-06
Fe2V0.9Ti0.1Al,500.0,-3.4510613338028553,4.89665657444901e-06
Fe2V0.9Ti0.1Al,350.0,-9.910633678259298,4.816870455152987e-06
Fe2V0.9Ti0.1Al,400.0,-11.855308765542931,4.58203567557666e-06
Fe2V0.9Ti0.1Al,450.0,-12.540170839717492,4.348159354934714e-06
Fe2V0.9Ti0.1Al,500.0,-13.30547742265471,4.124013900030822e-06
Fe2V0.9Ti0.1Al,350.0,-12.982445620032337,5.433524755339639e-06
Fe2V0.9Ti0.1Al,400.0,-13.579876143308619,5.043439252564049e-06
Fe2V0.9Ti0.1Al,450.0,-14.29466791239703,4.698368975718524e-06
Fe2V0.9Ti0.1Al,500.0,-14.647697414068348,4.383928697809507e-06
	Fe2V0.9Ti0.1Al,350.0,-17.366780146758387,6.129387834980143e-06
	Fe2V0.9Ti0.1Al,400.0,-18.090656314096503,5.7944050389788506e-06
	Fe2V0.9Ti0.1Al,450.0,-17.831747434417146,5.473404587688811e-06
	Fe2V0.9Ti0.1Al,500.0,-18.026724464003525,5.144233777099489e-06
Fe2V0.9Ti0.1Al,350.0,-18.249748104078165,6.826390763479834e-06
Fe2V0.9Ti0.1Al,400.0,-18.83320643955599,6.431214185851204e-06
Fe2V0.9Ti0.1Al,450.0,-19.355302274619376,6.003674088563184e-06
Fe2V0.9Ti0.1Al,500.0,-18.963518658439426,5.5911862654756534e-06
Fe1.99Ti0.66Cr0.45Al0.90,50.0,2.8200080176823485,2.570419518923975e-06
Fe1.99Ti0.66Cr0.45Al0.90,100.0,9.456394569525893,2.677816783877856e-06
Fe1.99Ti0.66Cr0.45Al0.90,150.0,16.570309142386385,2.7804165165105502e-06
Fe1.99Ti0.66Cr0.45Al0.90,200.0,23.66787504676134,2.897771705004691e-06
Fe1.99Ti0.66Cr0.45Al0.90,250.0,30.310856514740234,3.030313026396049e-06
Fe1.99Ti0.66Cr0.45Al0.90,300.0,36.09968672603414,3.1655172907993385e-06
Fe1.99Ti0.66Cr0.45Al0.90,350.0,40.65649583400535,3.284075885634021e-06
Fe1.99Ti0.66Cr0.45Al0.90,400.0,43.60813899169698,3.366063219850107e-06
Fe1.99Ti0.66Cr0.45Al0.90,450.0,44.56922437786255,3.397105168153969e-06
Fe1.99Ti0.66Cr0.45Al0.90,500.0,43.125141222995744,3.3745475152341353e-06
Fe1.99Ti0.66Cr0.45Al0.90,550.0,38.81508783535985,3.3136243999871e-06
Fe2V1.05Al0.95,150.0,-4.950748386923259,3.2837810818659647e-06
Fe2V1.05Al0.95,200.0,-5.798506902098548,3.2205540361124574e-06
Fe2V1.05Al0.95,250.0,-6.045913066177219,3.0524924855549914e-06
Fe2V1.05Al0.95,300.0,-5.924645304493078,2.9126242726595513e-06
Fe2V1.05Al0.95,350.0,-5.630259887322536,2.87525873645544e-06
Fe2V1.05Al0.95,400.0,-5.320270643960545,2.9664690038182057e-06
Fe2V1.05Al0.95,450.0,-5.112228676796635,3.174574280752629e-06
Fe2V1.05Al0.95,500.0,-5.081802075390829,3.460622143675622e-06
Fe2V1.05Al0.95,550.0,-5.260855630549679,3.7688708306992336e-06
Fe2V1.05Al0.95,600.0,-5.635530548402199,4.037271532913507e-06
Fe2V1.05Al0.95,650.0,-6.144324164475874,4.207950685669549e-06
Fe2V1.05Al0.95,150.0,-65.73537114926835,1.81392269564564e-06
Fe2V1.05Al0.95,200.0,-83.9352752841025,2.305991187955619e-06
Fe2V1.05Al0.95,250.0,-102.8671220346,2.8935252963986495e-06
Fe2V1.05Al0.95,300.0,-118.56861987190001,3.4507689990728126e-06
Fe2V1.05Al0.95,350.0,-128.610480015,3.897641201772378e-06
Fe2V1.05Al0.95,400.0,-131.89761312599998,4.192677253313116e-06
Fe2V1.05Al0.95,450.0,-128.4703260046,4.325970460857573e-06
Fe2V1.05Al0.95,500.0,-119.305518283,4.312113605240417e-06
Fe2V1.05Al0.95,550.0,-106.11787912,4.1831404562937095e-06
Fe2V1.05Al0.95,600.0,-91.16108389662199,3.9814672881722186e-06
Fe2V1.05Al0.95,650.0,-77.02899090973355,3.752834394678705e-06
Fe2V1.05Al0.95,150.0,-73.9353026525084,1.537799330553503e-06
Fe2V1.05Al0.95,200.0,-92.8188723851598,1.9425230016107247e-06
Fe2V1.05Al0.95,250.0,-107.834930434,2.37618396800588e-06
Fe2V1.05Al0.95,300.0,-118.6435802643,2.792674842308687e-06
Fe2V1.05Al0.95,350.0,-125.184735909,3.1587955153083684e-06
Fe2V1.05Al0.95,400.0,-127.5811383913,3.4528336656168177e-06
Fe2V1.05Al0.95,450.0,-126.04137214750001,3.663145269271764e-06
Fe2V1.05Al0.95,500.0,-120.7628814486,3.786735109339957e-06
Fe2V1.05Al0.95,550.0,-111.8349868234,3.82783728552031e-06
Fe2V1.05Al0.95,600.0,-99.14190148081516,3.7964957237470943e-06
Fe2V1.05Al0.95,650.0,-82.26574773200213,3.7071446857930992e-06
Fe2VTa0.05Al0.95,150.0,-92.28834792042974,2.7309342664355862e-06
Fe2VTa0.05Al0.95,200.0,-110.9618318263,3.2280227737265143e-06
Fe2VTa0.05Al0.95,250.0,-124.3299759164,3.687041194570292e-06
Fe2VTa0.05Al0.95,300.0,-132.7577314196,4.042971029341452e-06
Fe2VTa0.05Al0.95,350.0,-136.7342761745,4.26172846645411e-06
Fe2VTa0.05Al0.95,400.0,-136.8408139209,4.33486493703606e-06
Fe2VTa0.05Al0.95,450.0,-133.7183735905,4.274267669602869e-06
Fe2VTa0.05Al0.95,500.0,-128.0356085988,4.106860244731986e-06
Fe2VTa0.05Al0.95,550.0,-120.4565961361,3.869303149736814e-06
