Composition,Site_X,Site_Y,Site_Z,Temperature,Z_Range_GSvolume_pa,Z_Range_GSbandgap,Y_Range_GSmagmom,Z_Range_AtomicWeight,Z_Range_Number,Y_Range_SpaceGroupNumber,Z_Range_GSmagmom,Z_Mean_GSvolume_pa,Z_Max_NdUnfilled,Z_Mean_NdUnfilled,Z_Range_SpaceGroupNumber,Z_Mean_Electronegativity,Z_Range_NdUnfilled,Z_Range_Row,Y_Mean_GSmagmom,Z_Range_NfValence,Z_Range_NValence,Z_Max_NUnfilled,Y_Max_GSmagmom,Z_Range_NUnfilled,Z_Range_MendeleevNumber,Z_Min_Column,Z_Min_Electronegativity,Z_Min_MendeleevNumber,Z_Mean_NUnfilled,Z_Range_Column,Z_Mean_NpUnfilled,Z_Range_Electronegativity,Y_Range_Electronegativity,Z_Mean_MendeleevNumber,Y_Mean_Electronegativity,Y_Min_Electronegativity,Z_Mean_MeltingT,Z_Mean_SpaceGroupNumber,Z_Max_Electronegativity,Y_Mean_MeltingT,Z_Mean_CovalentRadius,Z_Mean_GSbandgap,Z_Max_MeltingT,Seebeck Coefficient,Electrical Resistivity
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,550.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-43.5168540270336,4.08056967002342e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,600.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-38.11903047269662,3.909907180812016e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,650.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-33.1084017427251,3.757847998361607e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,700.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-29.026220313750848,3.622452880041201e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,350.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-116.4295798444,3.936616225894118e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,400.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-116.7629482685,4.0323368951812295e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,450.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-109.2920086354,4.105758432832915e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,500.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-97.4138972576573,4.122820306214903e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,550.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-84.00522478758113,4.064864368017799e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,600.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-71.17738588471764,3.932922990682431e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,650.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-60.031868882182614,3.7520072008252376e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,700.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-50.41556545347668,3.5753948136636023e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,400.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-112.0349041019,3.988235666037154e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,450.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-107.2187642679,4.03817903878753e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,500.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-96.86077298884604,4.004437512303136e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,550.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-84.4770465696957,3.9210216067171464e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,600.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-72.62638551756385,3.814449642559235e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,650.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-62.60612072498761,3.7010696784811066e-06
Fe2VAl0.9Si0.1,Fe2.000,V1.000,Al0.900Si0.100,700.0,3.960000000000001,0.773,0.0,1.103961399999999,1.0,0.0,0.0,16.876,0.0,0.0,2.0,1.639,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,13.0,1.61,73.0,4.9,1.0,4.9,0.2899999999999998,0.0,73.5,1.63,1.63,1008.823,225.2,1.9,2183.0,120.0,0.0773,1687.0,-54.147959653613135,3.584381448982031e-06
Fe2V0.9Ti0.1Al ,Fe2.000,V1.000,Ti0.091Al0.909,350.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,97.42610960036764,4.738406662578104e-06
Fe2V0.9Ti0.1Al ,Fe2.000,V1.000,Ti0.091Al0.909,400.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,97.78003603454076,4.7502666229724865e-06
Fe2V0.9Ti0.1Al ,Fe2.000,V1.000,Ti0.091Al0.909,450.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,89.81266730570205,4.60463956682778e-06
Fe2V0.9Ti0.1Al ,Fe2.000,V1.000,Ti0.091Al0.909,500.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,76.83134682670588,4.4208629141516005e-06
Fe2V0.9Ti0.1Al ,Fe2.000,V1.000,Ti0.091Al0.909,550.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,61.89750351380096,4.240962046632374e-06
Fe2V0.9Ti0.1Al ,Fe2.000,V1.000,Ti0.091Al0.909,600.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,47.50488695817246,4.063349818355379e-06
Fe2V0.9Ti0.1Al ,Fe2.000,V1.000,Ti0.091Al0.909,650.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,35.25780259748578,3.876526066518955e-06
Fe2V0.9Ti0.1Al ,Fe2.000,V1.000,Ti0.091Al0.909,700.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,25.549346887427728,3.6927771221502046e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,350.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,82.04044244643596,4.255924909405865e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,400.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,81.97587770914645,4.155640624772248e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,450.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,75.86708006502728,4.143972368750726e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,500.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,66.01366661932785,4.124753756110367e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,550.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,54.473191260510774,4.034781962426547e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,600.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,42.91610836896186,3.854175544529802e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,650.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,32.48073652569876,3.6167322609545775e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,700.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,23.628222221079195,3.4202868923880787e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,400.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,83.57405900182333,5.024659639824017e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,450.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,74.1258619312001,4.82530914560058e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,500.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,61.7374746347824,4.655899833264082e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,550.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,48.84798700364925,4.447486915395438e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,600.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,37.18885328161562,4.176282168954376e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,650.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,27.567113823065167,3.874679257216775e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,700.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,19.648616850782737,3.6422790517121135e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,400.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,41.31086189854646,7.1298034687942715e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,450.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,32.5590889246393,6.209540885316236e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,500.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,24.207597323550015,5.446419854161673e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,550.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,16.631746700821168,4.838838144878014e-06
Fe2V0.9Ti0.1Al,Fe2.000,V1.000,Ti0.091Al0.909,600.0,0.2100000000000008,0.0,0.0,20.885461399999997,9.0,0.0,2.25333333333e-05,16.49911,8.0,0.728,31.0,1.60363,8.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,30.0,4.0,1.54,43.0,5.273,9.0,4.545,0.07,0.0,70.27,1.63,1.63,1025.15523,222.179,1.61,2183.0,124.549,0.0,1941.0,10.265072784056068,4.377303085599611e-06
Ti2NiCu,Ti2.000,Ni1.000,Cu1.000,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,1.9,0.0,0.0,0.5953947,0.0,0.0,1.0,0.5953947,0.0,0.0,11.0,1.9,64.0,1.0,0.0,0.0,0.0,0.0,64.0,1.91,1.91,1357.77,225.0,1.9,1728.0,132.0,0.0,1357.77,1.7450249451102422,5.775924174592456e-07
Ti2NiCu,Ti2.000,Ni1.000,Cu1.000,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,1.9,0.0,0.0,0.5953947,0.0,0.0,1.0,0.5953947,0.0,0.0,11.0,1.9,64.0,1.0,0.0,0.0,0.0,0.0,64.0,1.91,1.91,1357.77,225.0,1.9,1728.0,132.0,0.0,1357.77,1.7408492836810563,6.227877044733217e-07
Ti2NiCu,Ti2.000,Ni1.000,Cu1.000,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,1.9,0.0,0.0,0.5953947,0.0,0.0,1.0,0.5953947,0.0,0.0,11.0,1.9,64.0,1.0,0.0,0.0,0.0,0.0,64.0,1.91,1.91,1357.77,225.0,1.9,1728.0,132.0,0.0,1357.77,1.5622570934628217,6.71676159869574e-07
Ti2NiCu,Ti2.000,Ni1.000,Cu1.000,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,1.9,0.0,0.0,0.5953947,0.0,0.0,1.0,0.5953947,0.0,0.0,11.0,1.9,64.0,1.0,0.0,0.0,0.0,0.0,64.0,1.91,1.91,1357.77,225.0,1.9,1728.0,132.0,0.0,1357.77,1.7459620920519665,7.202552170374873e-07
Ti2NiCu,Ti2.000,Ni1.000,Cu1.000,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,1.9,0.0,0.0,0.5953947,0.0,0.0,1.0,0.5953947,0.0,0.0,11.0,1.9,64.0,1.0,0.0,0.0,0.0,0.0,64.0,1.91,1.91,1357.77,225.0,1.9,1728.0,132.0,0.0,1357.77,1.8972009946981063,7.684231193221322e-07
Ti2NiCu,Ti2.000,Ni1.000,Cu1.000,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,1.9,0.0,0.0,0.5953947,0.0,0.0,1.0,0.5953947,0.0,0.0,11.0,1.9,64.0,1.0,0.0,0.0,0.0,0.0,64.0,1.91,1.91,1357.77,225.0,1.9,1728.0,132.0,0.0,1357.77,2.336709774608512,8.089506721398566e-07
Ti2NiCu,Ti2.000,Ni1.000,Cu1.000,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,1.9,0.0,0.0,0.5953947,0.0,0.0,1.0,0.5953947,0.0,0.0,11.0,1.9,64.0,1.0,0.0,0.0,0.0,0.0,64.0,1.91,1.91,1357.77,225.0,1.9,1728.0,132.0,0.0,1357.77,5.747699923252452,8.164529950939753e-07
Ti2NiCu,Ti2.000,Ni1.000,Cu1.000,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,0.0,0.0,1.9,0.0,0.0,0.5953947,0.0,0.0,1.0,0.5953947,0.0,0.0,11.0,1.9,64.0,1.0,0.0,0.0,0.0,0.0,64.0,1.91,1.91,1357.77,225.0,1.9,1728.0,132.0,0.0,1357.77,6.658716697693912,8.146600529137447e-07
Fe2.04V0.96Al,Fe2.000,V1.000,Al1.000,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,1.61,73.0,5.0,0.0,5.0,0.0,0.0,73.0,1.63,1.63,933.47,225.0,1.61,2183.0,121.0,0.0,933.47,37.84765463073377,1.5691827623054642e-05
Fe2.04V0.96Al,Fe2.000,V1.000,Al1.000,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,1.61,73.0,5.0,0.0,5.0,0.0,0.0,73.0,1.63,1.63,933.47,225.0,1.61,2183.0,121.0,0.0,933.47,47.64067908846527,1.286363893461642e-05
